_ID,_pageName,_pageTitle,_pageNamespace,_pageID,datum,datum__precision,etiketter__full,url,bild,youtubeid
201,Folkhälsomyndigheten vilseledde om PCR-testerna,Folkhälsomyndigheten vilseledde om PCR-testerna,0,1001,2020-06-09,1,sverige,https://www.altinget.se/artikel/folkhalsomyndigheten-vilseledde-om-pcr-testerna,,
202,Folkhälsomyndigheten vilseledde även om antikroppstesterna,Folkhälsomyndigheten vilseledde även om antikroppstesterna,0,1006,2020-06-11,1,sverige,https://www.altinget.se/vard/artikel/folkhalsomyndigheten-vilseledde-aven-om-antikroppstesterna,,
203,Folkhälsomyndighetens svar till MSB om bl a beredskap hos FoHM,Folkhälsomyndighetens svar till MSB om bl a beredskap hos FoHM,0,1378,2020-02-04,1,"sverige,Folkhälsomyndigheten, MSB, utlämnat dokument",https://www.aftonbladet.se/nyheter/a/6jpJ1O/folkhalsomyndigheten-avfardade-msbs-coronascenario,32862.png,
204,Folkhälsomyndighetens yttrande över kommissionens avtal med Pfizer,Folkhälsomyndighetens yttrande över kommissionens avtal med Pfizer,0,1542,2020-11-17,1,"sverige, Folkhälsomyndigheten",https://mega.nz/file/e4AQ3TKJ#pLaPxzjhi69-42KGIjK6ghx9KIQgGkDmjH-TxacT8kI,,
205,Forskare: Munskydd kan minska smittspridningen,Forskare: Munskydd kan minska smittspridningen,0,1514,2020-06-13,1,"sverige,SvD",https://www.svd.se/a/pL3VB6/forskare-munskydd-kan-minska-smittspridningen,,
206,Forskare: Sveriges höga dödstal kan minska risken för fjärde våg,Forskare: Sveriges höga dödstal kan minska risken för fjärde våg,0,1491,2020-04-12,1,"sverige, DN, Uno Wennergren",https://www.dn.se/vetenskap/sveriges-hoga-dodstal-kan-ha-skyddat-mot-fjarde-vag/,,
207,Fredrik Elgh: Risk för nya lokala utbrott även i Sverige,Fredrik Elgh: Risk för nya lokala utbrott även i Sverige,0,1515,2020-04-12,1,"sverige,SVT,Fredrik Elgh",https://www.svt.se/nyheter/inrikes/fredrik-elgh-risk-for-lokala-utbrott-aven-i-sverige,,
208,"Fredrik Hedlund: Att vaccinera eller inte vaccinera barn, det är frågan","Fredrik Hedlund: Att vaccinera eller inte vaccinera barn, det är frågan",0,1380,2021-08-09,1,"sverige,DN",https://www.dn.se/vetenskap/fredrik-hedlund-att-vaccinera-eller-inte-vaccinera-barn-det-ar-fragan/,,
209,Frode Forland beskriver vad som gjort att Norge lyckats så mycket bättre än Sver…,Frode Forland beskriver vad som gjort att Norge lyckats så mycket bättre än Sver…,0,1286,2020-09-16,1,ar_covid,https://twitter.com/ar_covid/status/1374399378476077064,,
210,Fullsatt på Taverna Brillo idag igen. …,Fullsatt på Taverna Brillo idag igen. …,0,1196,2021-04-16,1,ar_covid,https://twitter.com/ar_covid/status/1383110454113878018,,
211,Fullsatt på lunchen på Brillo. Strategin fungerar. …,Fullsatt på lunchen på Brillo. Strategin fungerar. …,0,1204,2021-04-15,1,ar_covid,https://twitter.com/ar_covid/status/1382712904294748160,,
212,Första resultaten om antikroppar för covid-19-virus,Första resultaten om antikroppar för covid-19-virus,0,1005,2020-05-20,1,sverige,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/maj/forsta-resultaten-fran-pagaende-undersokning-av-antikroppar-for-covid-19-virus/,,
213,Försvarsmakten avslutar Corona-övning,Försvarsmakten avslutar Corona-övning,0,1107,2020-02-26,1,Försvarsmakten,https://www.forsvarsmakten.se/sv/aktuellt/2020/02/forsvarsmakten-avslutar-corona-ovning/,,
214,"GP: det har varit runt 140 misstänkta fall av Covid-19 i Sverige, trots att bara 6 har blivit känt sedan innan","GP: det har varit runt 140 misstänkta fall av Covid-19 i Sverige, trots att bara 6 har blivit känt sedan innan",0,1088,2020-02-12,1,GP,https://www.gp.se/nyheter/sverige/stor-skillnad-i-kommunikation-om-coronaviruset-1.23911622,,
215,"Giesecke: ""Alla andra länder gör fel""","Giesecke: ""Alla andra länder gör fel""",0,1426,2020-04-03,1,"sverige,giesecke",https://www.di.se/nyheter/giesecke-alla-andra-lander-gor-fel/,Giesecke DI.jpg,
216,"Giesecke: ""Vi kommer att klara det här""","Giesecke: ""Vi kommer att klara det här""",0,1425,2020-03-22,1,"sverige,giesecke",http://tt.omni.se/giesecke-vi-kommer-att-klara-det-har/a/jdAVWz,,
217,"Giesecke: ""Viruset hittar vägen – i alla fall""","Giesecke: ""Viruset hittar vägen – i alla fall""",0,1427,2020-04-21,1,"sverige,giesecke",https://www.sydsvenskan.se/2020-04-21/viruset-hittar-vagen--i-alla-fall,,
218,Giesecke: Det är inte säkert att ett vaccin kommer vara effektivt,Giesecke: Det är inte säkert att ett vaccin kommer vara effektivt,0,1430,2020-05-06,1,"sverige,giesecke",https://www.svt.se/nyheter/inrikes/giesecke-det-ar-inte-sakert-att-ett-vaccin-kommer-vara-effektivt,,
219,Giesecke: Om ett år är övriga Norden i kapp Sveriges dödstal,Giesecke: Om ett år är övriga Norden i kapp Sveriges dödstal,0,1359,2020-05-08,1,"sverige, Johan Giesecke, DN",https://www.dn.se/nyheter/sverige/giesecke-om-ett-ar-ar-ovriga-norden-i-kapp-sveriges-dodstal/,2021-07-14 13-35.png,
220,Giesecke: Som en svår influensasäsong,Giesecke: Som en svår influensasäsong,0,1421,2020-03-19,1,"sverige,giesecke,video",https://www.svt.se/nyheter/inte-varre-an-en-svar-influensasasong,,
221,Giesecke: why lockdowns are the wrong policy,Giesecke: why lockdowns are the wrong policy,0,1434,2020-04-17,1,"storbritannien,giesecke",https://unherd.com/thepost/coming-up-epidemiologist-prof-johan-giesecke-shares-lessons-from-sweden/,,
222,Giesecke: “Kraftfulla åtgärder som syns på tv är bara viktigt för politiker”,Giesecke: “Kraftfulla åtgärder som syns på tv är bara viktigt för politiker”,0,1420,2020-03-17,1,"sverige,giesecke,video",https://www.svt.se/nyheter/inrikes/fd-statsepidemologen-kraftfulla-atgarder-som-syns-pa-tv-ar-bara-viktigt-for-politiker,,
223,Giesecke - Jag överskattade hur många som smittas,Giesecke - Jag överskattade hur många som smittas,0,945,2020-06-23,1,"dagensindustri, giesecke, sverige, webbtv, video",https://www.expressen.se/tv/ditv/ekonomistudion/giesecke-jag-overskattade-hur-manga-som-smittas/,,
224,Giesecke artikel med WHO-gruppen STAG-IH: COVID-19: towards controlling of a pandemic,Giesecke artikel med WHO-gruppen STAG-IH: COVID-19: towards controlling of a pandemic,0,1418,2020-03-17,1,"sverige,giesecke",https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30673-5/fulltext,,
225,Giesecke artikel med WHO-gruppen STAG-IH: Living with the COVID-19 pandemic: act now with the tools we have,Giesecke artikel med WHO-gruppen STAG-IH: Living with the COVID-19 pandemic: act now with the tools we have,0,1419,2020-10-08,1,"sverige,giesecke",https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)32117-6/fulltext,,
226,Giesecke till Agenda: Svenskar kan inte räkna med bra vård i Thailand,Giesecke till Agenda: Svenskar kan inte räkna med bra vård i Thailand,0,1080,2020-02-02,1,"Giesecke, Agenda",https://omni.se/svenskar-kan-inte-rakna-med-bra-vard-i-thailand/a/kJG9v9,,
227,Giesecke till SvD: övertygad om att vi kommer få ytterligare spridning över världen.,Giesecke till SvD: övertygad om att vi kommer få ytterligare spridning över världen.,0,1079,2020-02-02,1,"Giesecke, SvD",https://www.svd.se/coronaviruset-nar-sin-kulmen-tidigast-till-sommaren/i/senaste,,
228,Gina Gustavsson: Regalskeppet Corona har kapsejsat och sjunkit,Gina Gustavsson: Regalskeppet Corona har kapsejsat och sjunkit,0,1338,2021-01-02,1,"sverige, Gina Gustavsson, DN, DN ledare",https://www.dn.se/ledare/gina-gustavsson-regalskeppet-corona-har-kapsejsat-och-sjunkit/,,
229,Google Mobility Report för Norden 2021-04-23,Google Mobility Report för Norden 2021-04-23,0,985,2021-04-23,1,"statistik, norden, sverige, googlemobilityreport",https://twitter.com/bjornpiltz/status/1386980284126617602,Ez-Kv1AXoAA CyW.jpeg,
230,HARDtalk Anders Tegnell: Is Sweden the best model for coronavirus response?,HARDtalk Anders Tegnell: Is Sweden the best model for coronavirus response?,0,1442,2020-05-18,1,"sverige,tegnell",https://www.bbc.co.uk/sounds/play/w3cszc1s,,
231,HSLF-FS 2020-10,HSLF-FS 2020-10,0,1029,2020-03-27,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
232,HSLF-FS 2020-12,HSLF-FS 2020-12,0,1030,2020-04-01,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
233,HSLF-FS 2020-16,HSLF-FS 2020-16,0,1031,2020-04-07,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
234,HSLF-FS 2020-21,HSLF-FS 2020-21,0,1032,2020-04-16,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
235,HSLF-FS 2020-23,HSLF-FS 2020-23,0,1033,2020-05-05,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
236,HSLF-FS 2020-30,HSLF-FS 2020-30,0,1035,2020-06-19,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
237,HSLF-FS 2020-31,HSLF-FS 2020-31,0,1034,2020-06-13,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
238,HSLF-FS 2020-36,HSLF-FS 2020-36,0,1036,2020-07-01,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
239,HSLF-FS 2020-37,HSLF-FS 2020-37,0,1037,2020-07-07,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
240,HSLF-FS 2020-42,HSLF-FS 2020-42,0,1038,2020-07-23,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
241,HSLF-FS 2020-45,HSLF-FS 2020-45,0,1039,2020-10-01,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
242,HSLF-FS 2020-50,HSLF-FS 2020-50,0,1040,2020-10-19,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
243,HSLF-FS 2020-52,HSLF-FS 2020-52,0,1041,2020-10-22,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
244,HSLF-FS 2020-70,HSLF-FS 2020-70,0,1042,2020-11-02,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
245,HSLF-FS 2020-78,HSLF-FS 2020-78,0,1043,2020-12-03,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
246,HSLF-FS 2020-79,HSLF-FS 2020-79,0,1044,2020-12-04,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
247,HSLF-FS 2020-80,HSLF-FS 2020-80,0,1045,2020-12-14,1,"sverige, Föreskrifter och allmänna råd, HSLF-FS",,,
248,HSLF-FS 2020:45 Misstänkta fall av covid-19 ska inte anmälas,HSLF-FS 2020:45 Misstänkta fall av covid-19 ska inte anmälas,0,1410,2020-09-24,1,"sverige, HLF-FS, Folkhälsomyndigheten",https://www.folkhalsomyndigheten.se/contentassets/6250183ea135423f8ed6f20c86ef2d04/hslf-fs-45-2020.pdf,2021-09-11 11-47.png,
249,"Hallengren, Tegnell, Löfven i SVTs utfrågning om svenska coronastrategin","Hallengren, Tegnell, Löfven i SVTs utfrågning om svenska coronastrategin",0,1415,2021-01-17,1,"sverige,tegnell,hallengren,löfven",https://www.varldenidag.se/nyheter/hallengren-omojligt-saga-vad-vi-kunde-gjort-annorlunda/reptlp!4NGnJkIJAriF0rmtyBr43w/,,
250,Hallengren: Jag säger egentligen det som jag och Folkhälsomyndigheten och många andra har sagt sedan den här pandemin började – att munskydd ska användas,Hallengren: Jag säger egentligen det som jag och Folkhälsomyndigheten och många andra har sagt sedan den här pandemin började – att munskydd ska användas,0,1534,2021-02-24,1,"sverige, Lena Hallengren, SVT Aktuellt",https://data.riksdagen.se/dokument/H8112234.html,,
251,Hallengren: Regeringen har aldrig accepterat en smittspridning,Hallengren: Regeringen har aldrig accepterat en smittspridning,0,1358,2021-01-26,1,"sverige, Lena Hallengren",https://www.youtube.com/watch?v=LfVnr9xlb20,,LfVnr9xlb20
252,"Hallengren till SVT: Sverige befinner sig inte i något akut läge, men regeringen är beredd att vidta fler åtgärder om det skulle krävas","Hallengren till SVT: Sverige befinner sig inte i något akut läge, men regeringen är beredd att vidta fler åtgärder om det skulle krävas",0,1096,2020-02-24,1,"Hallengren, SVT, WHO",https://www.svt.se/nyheter/inrikes/presstraff-om-coronaviruset-med-who-och-socialminister-lena-hallengren,,
253,"Hanif: Inte en vanlig influensa, försiktighet viktigare än lugn","Hanif: Inte en vanlig influensa, försiktighet viktigare än lugn",0,1317,2020-03-10,1,"sverige, Hanif Bali",https://twitter.com/hanifbali/status/1237380268996034561,2021-05-09 15-08.png,
254,Health screening begins Taiwan begins screening arriving passengers from Wuhan as they disembark at the airport.,Health screening begins Taiwan begins screening arriving passengers from Wuhan as they disembark at the airport.,0,1402,2019-12-31,1,Taiwan,https://focustaiwan.tw/society/202004185001,,
255,Helgenomsekvensering av svenska SARS-CoV-2 som orsakar covid-19,Helgenomsekvensering av svenska SARS-CoV-2 som orsakar covid-19,0,1482,2020-04-12,1,"sverige, Folkhälsomyndigheten, rapport",https://www.folkhalsomyndigheten.se/publicerat-material/publikationsarkiv/h/helgenomsekvensering-av-svenska-sars-cov-2-som-orsakar-covid-19/,,
256,Hemställan om att infektion med 2019- nCoV klassificeras som allmänfarlig och samhällsfarlig 31/1/2020,Hemställan om att infektion med 2019- nCoV klassificeras som allmänfarlig och samhällsfarlig 31/1/2020,0,977,2020-01-31,1,"FHM, Regeringen",https://slf.se/smittskyddslakarforeningen/app/uploads/2020/02/s2020-00480-1-hemsta-llan-socialdepartementet-ncov-20200131-folkhalsomyndigheten-5603370-2-1.pdf,,
257,Herd immunity is not a realistic exit strategy during a COVID-19 outbreak,Herd immunity is not a realistic exit strategy during a COVID-19 outbreak,0,1432,2020-04-29,1,vetenskap,https://www.researchsquare.com/article/rs-25862/v1,,
258,Historierevisionism om coronahanteringen,Historierevisionism om coronahanteringen,0,1481,2021-04-07,1,"sverige, Benjamin Kalischer Wellander",https://bulletin.nu/historierevisionism-om-coronahanteringen,,
259,How The Mitigation Strategy Tempted Northern Europe And Convinced Only Sweden,How The Mitigation Strategy Tempted Northern Europe And Convinced Only Sweden,0,1376,2020-04-12,1,"sverige, Barbara Caracciolo, mitigering",https://medium.com/@barbara_c/how-the-mitigation-strategy-tempted-northern-europe-and-convinced-only-sweden-f6fb9197d49a,1 mvaF0sa-ugN5eIqS7iypkA.jpeg,
260,How deadly is the coronavirus? Scientists are close to an answer,How deadly is the coronavirus? Scientists are close to an answer,0,1424,2020-06-16,1,vetenskap,https://www.nature.com/articles/d41586-020-01738-2?utm_medium=affiliate&utm_source=commission_junction&utm_campaign=3_nsn6445_deeplink_PID100022809&utm_content=deeplink,,
261,Hufvudstadsbladet: Sverige om Finlands linje,Hufvudstadsbladet: Sverige om Finlands linje,0,1391,2021-01-14,1,"sverige,",https://www.hbl.fi/artikel/sitra-beslutsfattandet-har-fungerat-relativt-bra-under-coronakrisen-aven-om-starten-var-improvise/,,
262,IFR beräknat runt 1% enligt Fergusons och Althaus forskargrupper,IFR beräknat runt 1% enligt Fergusons och Althaus forskargrupper,0,1028,2020-02-10,1,"IFR, neilferguson, christianalthaus, forskning",https://twitter.com/C_Althaus/status/1226773848739262464,2021-04-29 17-26v2.png,
263,Indien: SWEDEN'S RESPONSE TO COVID-19- WITH ANDERS TEGNELL,Indien: SWEDEN'S RESPONSE TO COVID-19- WITH ANDERS TEGNELL,0,1396,2020-05-29,1,"Indien, Anders Tegnell",http://www.swedishchamber.in/Event/swedens-response-covid-19-anders-tegnell,,
264,Inrikesminister Mikael Damberg säger att Sverige är ett av de länder som drabbad…,Inrikesminister Mikael Damberg säger att Sverige är ett av de länder som drabbad…,0,1189,2021-04-20,1,"ar_covid, Mikael Damberg",https://twitter.com/ar_covid/status/1384468881620803585,,
265,Investors mäktige ordförande spår total social misär om åtgärderna i Sverige mot coronavirusets spridning inte ställs mot de ekonomiska konsekvenserna,Investors mäktige ordförande spår total social misär om åtgärderna i Sverige mot coronavirusets spridning inte ställs mot de ekonomiska konsekvenserna,0,1389,2020-03-26,1,"sverige, Jacob Wallenberg",https://www.dagensps.se/bors-finans/bors/jacob-wallenbergs-skrack-kommer-att-bli-vald/,FDv7VjqXIAgC2C8.png,
266,Irish Examiner: Chief Clinical Officer dismisses Swedish advisor's advice to adopt herd immunity,Irish Examiner: Chief Clinical Officer dismisses Swedish advisor's advice to adopt herd immunity,0,1393,2020-09-23,1,"sverige, Johan Giesecke, Irish Examiner",https://www.irishexaminer.com/news/arid-40053920.html,,
267,Jacob Wallenberg om coronakrisen: ”Det är som ett vulkanutbrott”,Jacob Wallenberg om coronakrisen: ”Det är som ett vulkanutbrott”,0,1484,2020-03-17,1,"sverige, DN, Jacob Wallenberg",https://www.dn.se/ekonomi/jacob-wallenberg-om-coronakrisen-det-ar-som-ett-vulkanutbrott/,,
268,Jag backar om munskydd när Tegnell backar,Jag backar om munskydd när Tegnell backar,0,1406,2020-07-29,1,"sverige, Malin Wollin, Anders Tegnell, munskydd",https://www.aftonbladet.se/nyheter/kolumnister/a/pLobp6/jag-backar-om-munskydd-nar-tegnell-backar,G66vIX1r.jpeg,
269,Jag tror vi uppnår flockimmunitet innan vaccin,Jag tror vi uppnår flockimmunitet innan vaccin,0,1003,2020-04-16,1,sverige,https://emanuelkarlsten.se/tegnell-jag-tror-vi-uppnar-flockimmunitet-innan-vaccin/,,
270,Jan Albert får frågan om det finns något annat än bättre följsamhet till restrik…,Jan Albert får frågan om det finns något annat än bättre följsamhet till restrik…,0,1190,2021-04-18,1,"ar_covid, Jan Albert",https://twitter.com/ar_covid/status/1383719796382986244,,
271,Jan Albert i mejlkonversation om ekonomiska konsekvenser,Jan Albert i mejlkonversation om ekonomiska konsekvenser,0,1311,2020-03-25,1,"sverige, utbegärd handling. Jan Albert, Folkhälsomyndigheten",https://twitter.com/GostaBroholmer/status/1390217639063085057,,
272,Jan Albert säger att det ”inte kommer bli bra” om alla som ska bli sjuka blir de…,Jan Albert säger att det ”inte kommer bli bra” om alla som ska bli sjuka blir de…,0,1226,2020-03-12,1,"ar_covid, Jan Albert",https://twitter.com/ar_covid/status/1380821234120863748,,
273,Jan Albert säger att läget i Sverige är allvarligt och att det beror på att råd …,Jan Albert säger att läget i Sverige är allvarligt och att det beror på att råd …,0,1193,2021-04-18,1,"ar_covid, Jan Albert",https://twitter.com/ar_covid/status/1383703672782163969,,
274,Jens Liljestrand: Nya boken – Giesecke och Tegnell har haft rätt,Jens Liljestrand: Nya boken – Giesecke och Tegnell har haft rätt,0,1332,2021-04-26,1,"sverige, Jens Liljestrand, Expressen Kultur, Boken ""Flocken""",https://www.expressen.se/kultur/bocker/nya-boken-giesecke-och-tegnell-har-haft-ratt/,,
275,Johan Carlson: Kritiken mot Tegnell är närmast ovärdig,Johan Carlson: Kritiken mot Tegnell är närmast ovärdig,0,1456,2020-03-20,1,"sverige, Johan Carlson, Läkartidningen",https://lakartidningen.se/aktuellt/nyheter/2020/03/johan-carlson-kritiken-mot-tegnell-ar-narmast-ovardig/,,
276,Johan Carlson: ”Coronaviruset kommer inte att spridas i svenska samhället under …,Johan Carlson: ”Coronaviruset kommer inte att spridas i svenska samhället under …,0,1166,2020-02-05,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1385913981391544321,,
277,Johan Carlson får frågan om hur många svenskar som kan drabbas om smittan kommer…,Johan Carlson får frågan om hur många svenskar som kan drabbas om smittan kommer…,0,1296,2020-03-02,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1373197634089984001,,
278,Johan Carlson får frågan om vem som har fattat beslut om Sveriges strategi. Är d…,Johan Carlson får frågan om vem som har fattat beslut om Sveriges strategi. Är d…,0,1278,2021-03-26,1,"ar_covid, FHM, Johan Carlson",https://twitter.com/ar_covid/status/1375437617861386241,,
279,Johan Carlson får frågan ”har det funnits någon strategi och hur har den egentli…,Johan Carlson får frågan ”har det funnits någon strategi och hur har den egentli…,0,1277,2021-03-26,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1375472973843476481,,
280,Johan Carlson pratar om smittspårningsappar. Han säger att de flesta länder över…,Johan Carlson pratar om smittspårningsappar. Han säger att de flesta länder över…,0,1273,2021-03-26,1,"ar_covid, FHM, Johan Carlson",https://twitter.com/ar_covid/status/1376248228698537986,,
281,Johan Carlson svarar på frågan om hur många svenskar som kan bli sjuka i Sverige…,Johan Carlson svarar på frågan om hur många svenskar som kan bli sjuka i Sverige…,0,1164,2020-03-02,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1385945581919604736,,
282,Johan Carlson säger att FHM aldrig trott att det skulle gå att slå ut smittan ge…,Johan Carlson säger att FHM aldrig trott att det skulle gå att slå ut smittan ge…,0,1274,2021-03-26,1,"ar_covid, FHM, Johan Carlson",https://twitter.com/ar_covid/status/1376229686720729090,,
283,Johan Carlson säger att Folkhälsomyndigheten räknar med att tredje vågen når sin…,Johan Carlson säger att Folkhälsomyndigheten räknar med att tredje vågen når sin…,0,1175,2021-04-16,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1385177253869404160,,
284,Johan Carlson säger att Sverige ligger i mitten i Europa gällande dödlighet och …,Johan Carlson säger att Sverige ligger i mitten i Europa gällande dödlighet och …,0,1279,2021-03-26,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1375426190882844672,,
285,Johan Carlson säger att det inte går att ”platta ut kurvan”. …,Johan Carlson säger att det inte går att ”platta ut kurvan”. …,0,1276,2021-03-26,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1375747296428720128,,
286,Johan Carlson säger att det inte går att ”platta ut kurvan” & göra den längre som en limpa,Johan Carlson säger att det inte går att ”platta ut kurvan” & göra den längre som en limpa,0,1310,2021-03-26,1,"sverige, Johan Carlson, Konstitutionsutskottet,",https://www.youtube.com/watch?v=RqIV35LNP3k,,RqIV35LNP3k
287,Johan Carlson säger att det är viktigt att övertyga människor att det är viktigt…,Johan Carlson säger att det är viktigt att övertyga människor att det är viktigt…,0,1215,2020-11-16,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1381979636343668743,,
288,Johan Carlson säger att framgångsfaktor i smittskyddsarbete är tillit och förtro…,Johan Carlson säger att framgångsfaktor i smittskyddsarbete är tillit och förtro…,0,1163,2020-03-02,1,"ar_covid, FHM, Johan Carlson",https://twitter.com/ar_covid/status/1386247383164592129,,
289,Johan Carlson säger att ungefär 20 % av Stockholmarna har antikroppar och att T-…,Johan Carlson säger att ungefär 20 % av Stockholmarna har antikroppar och att T-…,0,1250,2020-07-16,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1378070408562364420,,
290,Johan Carlson underminerar vaccinationsviljan i Sverige. …,Johan Carlson underminerar vaccinationsviljan i Sverige. …,0,1165,2020-02-05,1,"ar_covid, Johan Carlson",https://twitter.com/ar_covid/status/1385933238212997120,,
291,Johan Giesecke: 99 procent vet inte om att de haft corona,Johan Giesecke: 99 procent vet inte om att de haft corona,0,1383,2020-04-21,1,"sverige, Aftonbladet, Johan Giesecke",https://www.aftonbladet.se/nyheter/a/P9xVdR/experten-99-procent-vet-inte-om-att-de-haft-corona,2021-08-11 13-47.png,
292,Johan Giesecke: Sverige behöver en statsöverläkare,Johan Giesecke: Sverige behöver en statsöverläkare,0,1315,2021-05-06,1,"sverige, Johan Giesecke, DN",https://www.dn.se/sverige/johan-giesecke-sverige-behover-en-statsoverlakare/,E03z13hWUAQ 6SA.png,
293,Johan Giesecke bedömer att covid-19 är som en svår influensa. Han säger att man …,Johan Giesecke bedömer att covid-19 är som en svår influensa. Han säger att man …,0,1292,2020-03-19,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1373954947050569732,,
294,Johan Giesecke får fråga om det var fler på FHM som också trodde på snabb spridn…,Johan Giesecke får fråga om det var fler på FHM som också trodde på snabb spridn…,0,1252,2021-03-31,1,"ar_covid, FHM, Johan Giesecke",https://twitter.com/ar_covid/status/1377930787107057665,,
295,Johan Giesecke får fråga om vad han tänker om att han för ett år sen var övertyg…,Johan Giesecke får fråga om vad han tänker om att han för ett år sen var övertyg…,0,1253,2021-03-31,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1377922292462800900,,
296,Johan Giesecke får frågan om det skulle kunna vara en strategi att skydda riskgr…,Johan Giesecke får frågan om det skulle kunna vara en strategi att skydda riskgr…,0,1145,2020-03-16,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1373272383855939586,,
297,Johan Giesecke får frågan om länder överreagerar på covid-19. Han svarar att det…,Johan Giesecke får frågan om länder överreagerar på covid-19. Han svarar att det…,0,1294,2020-03-19,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1373650645929111553,,
298,Johan Giesecke får frågan om vad han tänker om sina tvärsäkra uttalanden från fö…,Johan Giesecke får frågan om vad han tänker om sina tvärsäkra uttalanden från fö…,0,1259,2021-03-31,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1377358447033769984,,
299,Johan Giesecke får frågan om varför dödstalen går ner i UK om det inte är tack v…,Johan Giesecke får frågan om varför dödstalen går ner i UK om det inte är tack v…,0,1124,2020-04-17,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1388142186315796482,,
300,"Johan Giesecke får se klipp på några av sina uttalanden från våren 2020, bland a…","Johan Giesecke får se klipp på några av sina uttalanden från våren 2020, bland a…",0,1257,2021-03-31,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1377536099564851204,,
301,Johan Giesecke i Irländsk radio. Får fråga om inte Sveriges strategi är ett risk…,Johan Giesecke i Irländsk radio. Får fråga om inte Sveriges strategi är ett risk…,0,1249,2020-09-23,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1378279408625139718,,
302,Johan Giesecke säger att all utbildningsverksamhet från förskola till universite…,Johan Giesecke säger att all utbildningsverksamhet från förskola till universite…,0,1260,2021-03-31,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1377278207385276422,,
303,Johan Giesecke säger att alla människor kommer smittas av viruset och att 98 % i…,Johan Giesecke säger att alla människor kommer smittas av viruset och att 98 % i…,0,1261,2020-05-06,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1376956277612503044,,
304,Johan Giesecke säger att det är Finland och Norge som är outliers gällande dödst…,Johan Giesecke säger att det är Finland och Norge som är outliers gällande dödst…,0,1198,2021-04-16,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1382984284315738114,,
305,Johan Giesecke säger att flockimmunitet är en av Sveriges strategier. …,Johan Giesecke säger att flockimmunitet är en av Sveriges strategier. …,0,1227,2020-03-16,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1380785537095720960,,
306,Johan Giesecke säger att han inte tror att det går att ha för strikta smittskydd…,Johan Giesecke säger att han inte tror att det går att ha för strikta smittskydd…,0,1222,2020-03-19,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1380907176768733187,,
307,"Johan Giesecke säger att han tror att vi kommer få leva med viruset, och därmed …","Johan Giesecke säger att han tror att vi kommer få leva med viruset, och därmed …",0,1285,2020-05-25,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1375029350005940225,,
308,Johan Giesecke säger att hans bedömning för ett år sedan att IFR (infection fata…,Johan Giesecke säger att hans bedömning för ett år sedan att IFR (infection fata…,0,1199,2021-04-16,1,"ar_covid, Johan Giesecke",https://twitter.com/ar_covid/status/1382976418972377088,,
